Fitness;Mutation;Crossover;Selection;Generations;Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
FitnessHeuristic;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;23;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;808;1976;23;
FitnessHeuristic;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;15;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;614;2279;27;
FitnessHeuristic;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;22;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;750;2273;27;
FitnessHeuristic;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;21;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;680;2006;23;
FitnessWithCollisionDetection;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;40;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;1274;2459;27;
FitnessWithCollisionDetection;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;16;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;345;1450;23;
FitnessWithCollisionDetection;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;45;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;1426;2318;29;
FitnessWithCollisionDetection;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;44;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;1768;2560;29;
FitnessWithCirclicValidation;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;31;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;644;1536;23;
FitnessWithCirclicValidation;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;61;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;1843;2323;25;
FitnessWithCirclicValidation;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;36;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;848;1852;23;
FitnessWithCirclicValidation;MutateDIVM;CrossoverOBX;SelectionRouletteWheel;45;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;1108;2023;25;
FitnessHeuristic;MutateDM;CrossoverOBX;SelectionRouletteWheel;28;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;877;1989;23;
FitnessHeuristic;MutateDM;CrossoverOBX;SelectionRouletteWheel;18;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;699;2286;25;
FitnessHeuristic;MutateDM;CrossoverOBX;SelectionRouletteWheel;16;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;711;2491;33;
FitnessHeuristic;MutateDM;CrossoverOBX;SelectionRouletteWheel;23;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;777;2084;25;
FitnessWithCollisionDetection;MutateDM;CrossoverOBX;SelectionRouletteWheel;30;Genetic Algorithm;0;WithPattern;Manhattan;Never;Yes;901;1987;23;
